id,class,path_to_image
04334,7,mnist_images/04334.png
04335,3,mnist_images/04335.png
04336,4,mnist_images/04336.png
04337,6,mnist_images/04337.png
04338,7,mnist_images/04338.png
04339,3,mnist_images/04339.png
04340,0,mnist_images/04340.png
04341,2,mnist_images/04341.png
04342,3,mnist_images/04342.png
04343,0,mnist_images/04343.png
04344,0,mnist_images/04344.png
04345,9,mnist_images/04345.png
04346,4,mnist_images/04346.png
04347,0,mnist_images/04347.png
04348,8,mnist_images/04348.png
04349,6,mnist_images/04349.png
04350,9,mnist_images/04350.png
04351,1,mnist_images/04351.png
04352,3,mnist_images/04352.png
04353,7,mnist_images/04353.png
04354,7,mnist_images/04354.png
04355,2,mnist_images/04355.png
04356,0,mnist_images/04356.png
04357,8,mnist_images/04357.png
04358,7,mnist_images/04358.png
04359,3,mnist_images/04359.png
04360,6,mnist_images/04360.png
04361,4,mnist_images/04361.png
04362,9,mnist_images/04362.png
04363,7,mnist_images/04363.png
04364,6,mnist_images/04364.png
04365,6,mnist_images/04365.png
04366,7,mnist_images/04366.png
04367,6,mnist_images/04367.png
04368,9,mnist_images/04368.png
04369,3,mnist_images/04369.png
04370,8,mnist_images/04370.png
04371,2,mnist_images/04371.png
04372,7,mnist_images/04372.png
04373,3,mnist_images/04373.png
04374,0,mnist_images/04374.png
04375,8,mnist_images/04375.png
04376,5,mnist_images/04376.png
04377,9,mnist_images/04377.png
04378,9,mnist_images/04378.png
04379,4,mnist_images/04379.png
04380,2,mnist_images/04380.png
04381,8,mnist_images/04381.png
04382,4,mnist_images/04382.png
04383,8,mnist_images/04383.png
04384,8,mnist_images/04384.png
04385,7,mnist_images/04385.png
04386,4,mnist_images/04386.png
04387,1,mnist_images/04387.png
04388,8,mnist_images/04388.png
04389,0,mnist_images/04389.png
04390,1,mnist_images/04390.png
04391,8,mnist_images/04391.png
04392,6,mnist_images/04392.png
04393,7,mnist_images/04393.png
04394,7,mnist_images/04394.png
04395,7,mnist_images/04395.png
04396,7,mnist_images/04396.png
04397,5,mnist_images/04397.png
04398,2,mnist_images/04398.png
04399,9,mnist_images/04399.png
04400,3,mnist_images/04400.png
04401,2,mnist_images/04401.png
04402,6,mnist_images/04402.png
04403,3,mnist_images/04403.png
04404,6,mnist_images/04404.png
04405,1,mnist_images/04405.png
04406,4,mnist_images/04406.png
04407,1,mnist_images/04407.png
04408,6,mnist_images/04408.png
04409,4,mnist_images/04409.png
04410,4,mnist_images/04410.png
04411,5,mnist_images/04411.png
04412,1,mnist_images/04412.png
04413,5,mnist_images/04413.png
04414,2,mnist_images/04414.png
04415,0,mnist_images/04415.png
04416,5,mnist_images/04416.png
04417,4,mnist_images/04417.png
04418,3,mnist_images/04418.png
04419,8,mnist_images/04419.png
04420,1,mnist_images/04420.png
04421,7,mnist_images/04421.png
04422,7,mnist_images/04422.png
04423,4,mnist_images/04423.png
04424,5,mnist_images/04424.png
04425,9,mnist_images/04425.png
04426,6,mnist_images/04426.png
04427,2,mnist_images/04427.png
04428,2,mnist_images/04428.png
04429,3,mnist_images/04429.png
04430,6,mnist_images/04430.png
04431,6,mnist_images/04431.png
04432,7,mnist_images/04432.png
04433,4,mnist_images/04433.png
04434,8,mnist_images/04434.png
04435,1,mnist_images/04435.png
04436,4,mnist_images/04436.png
04437,2,mnist_images/04437.png
04438,4,mnist_images/04438.png
04439,4,mnist_images/04439.png
04440,8,mnist_images/04440.png
04441,1,mnist_images/04441.png
04442,2,mnist_images/04442.png
04443,5,mnist_images/04443.png
04444,0,mnist_images/04444.png
04445,1,mnist_images/04445.png
04446,2,mnist_images/04446.png
04447,9,mnist_images/04447.png
04448,8,mnist_images/04448.png
04449,3,mnist_images/04449.png
04450,5,mnist_images/04450.png
04451,2,mnist_images/04451.png
04452,7,mnist_images/04452.png
04453,0,mnist_images/04453.png
04454,4,mnist_images/04454.png
04455,0,mnist_images/04455.png
04456,9,mnist_images/04456.png
04457,2,mnist_images/04457.png
04458,7,mnist_images/04458.png
04459,9,mnist_images/04459.png
04460,4,mnist_images/04460.png
04461,3,mnist_images/04461.png
04462,5,mnist_images/04462.png
04463,6,mnist_images/04463.png
04464,4,mnist_images/04464.png
04465,0,mnist_images/04465.png
04466,9,mnist_images/04466.png
04467,1,mnist_images/04467.png
04468,8,mnist_images/04468.png
04469,2,mnist_images/04469.png
04470,1,mnist_images/04470.png
04471,3,mnist_images/04471.png
04472,7,mnist_images/04472.png
04473,4,mnist_images/04473.png
04474,2,mnist_images/04474.png
04475,5,mnist_images/04475.png
04476,2,mnist_images/04476.png
04477,6,mnist_images/04477.png
04478,7,mnist_images/04478.png
04479,7,mnist_images/04479.png
04480,5,mnist_images/04480.png
04481,8,mnist_images/04481.png
04482,8,mnist_images/04482.png
04483,9,mnist_images/04483.png
04484,1,mnist_images/04484.png
04485,0,mnist_images/04485.png
04486,1,mnist_images/04486.png
04487,1,mnist_images/04487.png
04488,0,mnist_images/04488.png
04489,2,mnist_images/04489.png
04490,3,mnist_images/04490.png
04491,3,mnist_images/04491.png
04492,1,mnist_images/04492.png
04493,4,mnist_images/04493.png
04494,4,mnist_images/04494.png
04495,5,mnist_images/04495.png
04496,0,mnist_images/04496.png
04497,6,mnist_images/04497.png
04498,4,mnist_images/04498.png
04499,7,mnist_images/04499.png
04500,0,mnist_images/04500.png
04501,8,mnist_images/04501.png
04502,1,mnist_images/04502.png
04503,9,mnist_images/04503.png
04504,1,mnist_images/04504.png
04505,0,mnist_images/04505.png
04506,3,mnist_images/04506.png
04507,1,mnist_images/04507.png
04508,3,mnist_images/04508.png
04509,2,mnist_images/04509.png
04510,3,mnist_images/04510.png
04511,3,mnist_images/04511.png
04512,3,mnist_images/04512.png
04513,4,mnist_images/04513.png
04514,2,mnist_images/04514.png
04515,5,mnist_images/04515.png
04516,7,mnist_images/04516.png
04517,6,mnist_images/04517.png
04518,2,mnist_images/04518.png
04519,7,mnist_images/04519.png
04520,6,mnist_images/04520.png
04521,8,mnist_images/04521.png
04522,4,mnist_images/04522.png
04523,9,mnist_images/04523.png
04524,1,mnist_images/04524.png
04525,8,mnist_images/04525.png
04526,6,mnist_images/04526.png
04527,0,mnist_images/04527.png
04528,7,mnist_images/04528.png
04529,5,mnist_images/04529.png
04530,7,mnist_images/04530.png
04531,6,mnist_images/04531.png
04532,0,mnist_images/04532.png
04533,6,mnist_images/04533.png
04534,1,mnist_images/04534.png
04535,0,mnist_images/04535.png
04536,6,mnist_images/04536.png
04537,8,mnist_images/04537.png
04538,4,mnist_images/04538.png
04539,0,mnist_images/04539.png
04540,4,mnist_images/04540.png
04541,2,mnist_images/04541.png
04542,2,mnist_images/04542.png
04543,3,mnist_images/04543.png
04544,9,mnist_images/04544.png
04545,7,mnist_images/04545.png
04546,6,mnist_images/04546.png
04547,9,mnist_images/04547.png
04548,7,mnist_images/04548.png
04549,4,mnist_images/04549.png
04550,2,mnist_images/04550.png
04551,7,mnist_images/04551.png
04552,3,mnist_images/04552.png
04553,1,mnist_images/04553.png
04554,1,mnist_images/04554.png
04555,9,mnist_images/04555.png
04556,0,mnist_images/04556.png
04557,1,mnist_images/04557.png
04558,5,mnist_images/04558.png
04559,7,mnist_images/04559.png
04560,6,mnist_images/04560.png
04561,1,mnist_images/04561.png
04562,5,mnist_images/04562.png
04563,0,mnist_images/04563.png
04564,4,mnist_images/04564.png
04565,0,mnist_images/04565.png
04566,1,mnist_images/04566.png
04567,4,mnist_images/04567.png
04568,9,mnist_images/04568.png
04569,1,mnist_images/04569.png
04570,3,mnist_images/04570.png
04571,7,mnist_images/04571.png
04572,6,mnist_images/04572.png
04573,5,mnist_images/04573.png
04574,2,mnist_images/04574.png
04575,7,mnist_images/04575.png
04576,2,mnist_images/04576.png
04577,1,mnist_images/04577.png
04578,8,mnist_images/04578.png
04579,3,mnist_images/04579.png
04580,8,mnist_images/04580.png
04581,3,mnist_images/04581.png
04582,8,mnist_images/04582.png
04583,3,mnist_images/04583.png
04584,3,mnist_images/04584.png
04585,1,mnist_images/04585.png
04586,6,mnist_images/04586.png
04587,6,mnist_images/04587.png
04588,0,mnist_images/04588.png
04589,9,mnist_images/04589.png
04590,5,mnist_images/04590.png
04591,7,mnist_images/04591.png
04592,7,mnist_images/04592.png
04593,4,mnist_images/04593.png
04594,9,mnist_images/04594.png
04595,3,mnist_images/04595.png
04596,5,mnist_images/04596.png
04597,0,mnist_images/04597.png
04598,8,mnist_images/04598.png
04599,2,mnist_images/04599.png
04600,5,mnist_images/04600.png
04601,5,mnist_images/04601.png
04602,1,mnist_images/04602.png
04603,2,mnist_images/04603.png
04604,7,mnist_images/04604.png
04605,6,mnist_images/04605.png
04606,9,mnist_images/04606.png
04607,0,mnist_images/04607.png
04608,0,mnist_images/04608.png
04609,8,mnist_images/04609.png
04610,2,mnist_images/04610.png
04611,9,mnist_images/04611.png
04612,6,mnist_images/04612.png
04613,4,mnist_images/04613.png
04614,5,mnist_images/04614.png
04615,3,mnist_images/04615.png
04616,4,mnist_images/04616.png
04617,5,mnist_images/04617.png
04618,7,mnist_images/04618.png
04619,4,mnist_images/04619.png
04620,6,mnist_images/04620.png
04621,8,mnist_images/04621.png
04622,5,mnist_images/04622.png
04623,1,mnist_images/04623.png
04624,0,mnist_images/04624.png
04625,5,mnist_images/04625.png
04626,4,mnist_images/04626.png
04627,9,mnist_images/04627.png
04628,3,mnist_images/04628.png
04629,0,mnist_images/04629.png
04630,9,mnist_images/04630.png
04631,6,mnist_images/04631.png
04632,3,mnist_images/04632.png
04633,4,mnist_images/04633.png
04634,8,mnist_images/04634.png
04635,6,mnist_images/04635.png
04636,4,mnist_images/04636.png
04637,8,mnist_images/04637.png
04638,3,mnist_images/04638.png
04639,1,mnist_images/04639.png
04640,6,mnist_images/04640.png
04641,4,mnist_images/04641.png
04642,0,mnist_images/04642.png
04643,7,mnist_images/04643.png
04644,1,mnist_images/04644.png
04645,5,mnist_images/04645.png
04646,2,mnist_images/04646.png
04647,7,mnist_images/04647.png
04648,2,mnist_images/04648.png
04649,2,mnist_images/04649.png
04650,2,mnist_images/04650.png
04651,2,mnist_images/04651.png
04652,8,mnist_images/04652.png
04653,0,mnist_images/04653.png
04654,1,mnist_images/04654.png
04655,0,mnist_images/04655.png
04656,0,mnist_images/04656.png
04657,1,mnist_images/04657.png
04658,3,mnist_images/04658.png
04659,7,mnist_images/04659.png
04660,6,mnist_images/04660.png
04661,7,mnist_images/04661.png
04662,2,mnist_images/04662.png
04663,9,mnist_images/04663.png
04664,2,mnist_images/04664.png
04665,5,mnist_images/04665.png
04666,5,mnist_images/04666.png
04667,9,mnist_images/04667.png
04668,9,mnist_images/04668.png
04669,8,mnist_images/04669.png
04670,5,mnist_images/04670.png
04671,9,mnist_images/04671.png
04672,7,mnist_images/04672.png
04673,6,mnist_images/04673.png
04674,3,mnist_images/04674.png
04675,8,mnist_images/04675.png
04676,1,mnist_images/04676.png
04677,8,mnist_images/04677.png
04678,9,mnist_images/04678.png
04679,2,mnist_images/04679.png
04680,7,mnist_images/04680.png
04681,3,mnist_images/04681.png
04682,0,mnist_images/04682.png
04683,6,mnist_images/04683.png
04684,8,mnist_images/04684.png
04685,1,mnist_images/04685.png
04686,0,mnist_images/04686.png
04687,2,mnist_images/04687.png
04688,0,mnist_images/04688.png
04689,9,mnist_images/04689.png
04690,9,mnist_images/04690.png
04691,8,mnist_images/04691.png
04692,8,mnist_images/04692.png
04693,9,mnist_images/04693.png
04694,3,mnist_images/04694.png
04695,5,mnist_images/04695.png
04696,1,mnist_images/04696.png
04697,2,mnist_images/04697.png
04698,8,mnist_images/04698.png
04699,6,mnist_images/04699.png
04700,8,mnist_images/04700.png
04701,2,mnist_images/04701.png
04702,6,mnist_images/04702.png
04703,4,mnist_images/04703.png
04704,5,mnist_images/04704.png
04705,8,mnist_images/04705.png
04706,2,mnist_images/04706.png
04707,4,mnist_images/04707.png
04708,1,mnist_images/04708.png
04709,6,mnist_images/04709.png
04710,1,mnist_images/04710.png
04711,5,mnist_images/04711.png
04712,6,mnist_images/04712.png
04713,0,mnist_images/04713.png
04714,2,mnist_images/04714.png
04715,1,mnist_images/04715.png
04716,2,mnist_images/04716.png
04717,2,mnist_images/04717.png
04718,0,mnist_images/04718.png
04719,3,mnist_images/04719.png
04720,9,mnist_images/04720.png
04721,4,mnist_images/04721.png
04722,2,mnist_images/04722.png
04723,5,mnist_images/04723.png
04724,6,mnist_images/04724.png
04725,7,mnist_images/04725.png
04726,7,mnist_images/04726.png
04727,8,mnist_images/04727.png
04728,5,mnist_images/04728.png
04729,0,mnist_images/04729.png
04730,4,mnist_images/04730.png
04731,1,mnist_images/04731.png
04732,6,mnist_images/04732.png
04733,2,mnist_images/04733.png
04734,7,mnist_images/04734.png
04735,3,mnist_images/04735.png
04736,3,mnist_images/04736.png
04737,4,mnist_images/04737.png
04738,0,mnist_images/04738.png
04739,5,mnist_images/04739.png
04740,3,mnist_images/04740.png
04741,6,mnist_images/04741.png
04742,3,mnist_images/04742.png
04743,7,mnist_images/04743.png
04744,0,mnist_images/04744.png
04745,8,mnist_images/04745.png
04746,4,mnist_images/04746.png
04747,9,mnist_images/04747.png
04748,0,mnist_images/04748.png
04749,0,mnist_images/04749.png
04750,1,mnist_images/04750.png
04751,1,mnist_images/04751.png
04752,5,mnist_images/04752.png
04753,2,mnist_images/04753.png
04754,9,mnist_images/04754.png
04755,3,mnist_images/04755.png
04756,0,mnist_images/04756.png
04757,4,mnist_images/04757.png
04758,4,mnist_images/04758.png
04759,7,mnist_images/04759.png
04760,5,mnist_images/04760.png
04761,8,mnist_images/04761.png
04762,3,mnist_images/04762.png
04763,1,mnist_images/04763.png
04764,1,mnist_images/04764.png
04765,6,mnist_images/04765.png
04766,1,mnist_images/04766.png
04767,8,mnist_images/04767.png
04768,4,mnist_images/04768.png
04769,9,mnist_images/04769.png
04770,6,mnist_images/04770.png
04771,9,mnist_images/04771.png
04772,1,mnist_images/04772.png
04773,0,mnist_images/04773.png
04774,7,mnist_images/04774.png
04775,1,mnist_images/04775.png
04776,0,mnist_images/04776.png
04777,2,mnist_images/04777.png
04778,6,mnist_images/04778.png
04779,4,mnist_images/04779.png
04780,4,mnist_images/04780.png
04781,4,mnist_images/04781.png
04782,4,mnist_images/04782.png
04783,3,mnist_images/04783.png
04784,7,mnist_images/04784.png
04785,7,mnist_images/04785.png
04786,5,mnist_images/04786.png
04787,4,mnist_images/04787.png
04788,9,mnist_images/04788.png
04789,4,mnist_images/04789.png
04790,1,mnist_images/04790.png
04791,4,mnist_images/04791.png
04792,3,mnist_images/04792.png
04793,0,mnist_images/04793.png
04794,7,mnist_images/04794.png
04795,3,mnist_images/04795.png
04796,4,mnist_images/04796.png
04797,8,mnist_images/04797.png
04798,4,mnist_images/04798.png
04799,7,mnist_images/04799.png
04800,6,mnist_images/04800.png
04801,5,mnist_images/04801.png
04802,4,mnist_images/04802.png
04803,8,mnist_images/04803.png
04804,0,mnist_images/04804.png
04805,2,mnist_images/04805.png
04806,7,mnist_images/04806.png
04807,1,mnist_images/04807.png
04808,3,mnist_images/04808.png
04809,7,mnist_images/04809.png
04810,1,mnist_images/04810.png
04811,9,mnist_images/04811.png
04812,4,mnist_images/04812.png
04813,1,mnist_images/04813.png
04814,8,mnist_images/04814.png
04815,1,mnist_images/04815.png
04816,9,mnist_images/04816.png
04817,6,mnist_images/04817.png
04818,6,mnist_images/04818.png
04819,2,mnist_images/04819.png
04820,5,mnist_images/04820.png
04821,1,mnist_images/04821.png
04822,4,mnist_images/04822.png
04823,3,mnist_images/04823.png
04824,9,mnist_images/04824.png
04825,8,mnist_images/04825.png
04826,9,mnist_images/04826.png
04827,6,mnist_images/04827.png
04828,6,mnist_images/04828.png
04829,4,mnist_images/04829.png
04830,9,mnist_images/04830.png
04831,9,mnist_images/04831.png
04832,7,mnist_images/04832.png
04833,4,mnist_images/04833.png
04834,8,mnist_images/04834.png
04835,2,mnist_images/04835.png
04836,3,mnist_images/04836.png
04837,4,mnist_images/04837.png
04838,4,mnist_images/04838.png
04839,4,mnist_images/04839.png
04840,7,mnist_images/04840.png
04841,6,mnist_images/04841.png
04842,7,mnist_images/04842.png
04843,2,mnist_images/04843.png
04844,5,mnist_images/04844.png
04845,5,mnist_images/04845.png
04846,2,mnist_images/04846.png
04847,5,mnist_images/04847.png
04848,8,mnist_images/04848.png
04849,0,mnist_images/04849.png
04850,3,mnist_images/04850.png
04851,2,mnist_images/04851.png
04852,0,mnist_images/04852.png
04853,8,mnist_images/04853.png
04854,0,mnist_images/04854.png
04855,0,mnist_images/04855.png
04856,2,mnist_images/04856.png
04857,6,mnist_images/04857.png
04858,7,mnist_images/04858.png
04859,8,mnist_images/04859.png
04860,8,mnist_images/04860.png
04861,1,mnist_images/04861.png
04862,8,mnist_images/04862.png
04863,7,mnist_images/04863.png
04864,3,mnist_images/04864.png
04865,1,mnist_images/04865.png
04866,3,mnist_images/04866.png
04867,6,mnist_images/04867.png
04868,3,mnist_images/04868.png
04869,7,mnist_images/04869.png
04870,0,mnist_images/04870.png
04871,6,mnist_images/04871.png
04872,1,mnist_images/04872.png
04873,8,mnist_images/04873.png
04874,4,mnist_images/04874.png
04875,7,mnist_images/04875.png
04876,7,mnist_images/04876.png
04877,4,mnist_images/04877.png
04878,3,mnist_images/04878.png
04879,9,mnist_images/04879.png
04880,2,mnist_images/04880.png
04881,3,mnist_images/04881.png
04882,6,mnist_images/04882.png
04883,3,mnist_images/04883.png
04884,1,mnist_images/04884.png
04885,5,mnist_images/04885.png
04886,6,mnist_images/04886.png
04887,8,mnist_images/04887.png
04888,7,mnist_images/04888.png
04889,0,mnist_images/04889.png
04890,4,mnist_images/04890.png
04891,3,mnist_images/04891.png
04892,0,mnist_images/04892.png
04893,7,mnist_images/04893.png
04894,9,mnist_images/04894.png
04895,9,mnist_images/04895.png
04896,4,mnist_images/04896.png
04897,7,mnist_images/04897.png
04898,3,mnist_images/04898.png
04899,7,mnist_images/04899.png
04900,1,mnist_images/04900.png
04901,9,mnist_images/04901.png
04902,9,mnist_images/04902.png
04903,1,mnist_images/04903.png
04904,7,mnist_images/04904.png
04905,6,mnist_images/04905.png
04906,0,mnist_images/04906.png
04907,7,mnist_images/04907.png
04908,5,mnist_images/04908.png
04909,8,mnist_images/04909.png
04910,6,mnist_images/04910.png
04911,0,mnist_images/04911.png
04912,9,mnist_images/04912.png
04913,1,mnist_images/04913.png
04914,2,mnist_images/04914.png
04915,2,mnist_images/04915.png
04916,9,mnist_images/04916.png
04917,3,mnist_images/04917.png
04918,0,mnist_images/04918.png
04919,4,mnist_images/04919.png
04920,1,mnist_images/04920.png
04921,5,mnist_images/04921.png
04922,6,mnist_images/04922.png
04923,6,mnist_images/04923.png
04924,1,mnist_images/04924.png
04925,7,mnist_images/04925.png
04926,0,mnist_images/04926.png
04927,8,mnist_images/04927.png
04928,7,mnist_images/04928.png
04929,9,mnist_images/04929.png
04930,6,mnist_images/04930.png
04931,0,mnist_images/04931.png
04932,9,mnist_images/04932.png
04933,1,mnist_images/04933.png
04934,6,mnist_images/04934.png
04935,2,mnist_images/04935.png
04936,9,mnist_images/04936.png
04937,3,mnist_images/04937.png
04938,2,mnist_images/04938.png
04939,4,mnist_images/04939.png
04940,5,mnist_images/04940.png
04941,5,mnist_images/04941.png
04942,1,mnist_images/04942.png
04943,6,mnist_images/04943.png
04944,1,mnist_images/04944.png
04945,7,mnist_images/04945.png
04946,7,mnist_images/04946.png
04947,8,mnist_images/04947.png
04948,5,mnist_images/04948.png
04949,9,mnist_images/04949.png
04950,1,mnist_images/04950.png
04951,0,mnist_images/04951.png
04952,4,mnist_images/04952.png
04953,1,mnist_images/04953.png
04954,4,mnist_images/04954.png
04955,2,mnist_images/04955.png
04956,3,mnist_images/04956.png
04957,3,mnist_images/04957.png
04958,1,mnist_images/04958.png
04959,4,mnist_images/04959.png
04960,1,mnist_images/04960.png
04961,5,mnist_images/04961.png
04962,0,mnist_images/04962.png
04963,6,mnist_images/04963.png
04964,7,mnist_images/04964.png
04965,7,mnist_images/04965.png
04966,3,mnist_images/04966.png
04967,8,mnist_images/04967.png
04968,9,mnist_images/04968.png
04969,5,mnist_images/04969.png
04970,1,mnist_images/04970.png
04971,1,mnist_images/04971.png
04972,1,mnist_images/04972.png
04973,9,mnist_images/04973.png
04974,5,mnist_images/04974.png
04975,9,mnist_images/04975.png
04976,1,mnist_images/04976.png
04977,7,mnist_images/04977.png
04978,1,mnist_images/04978.png
04979,1,mnist_images/04979.png
04980,6,mnist_images/04980.png
04981,0,mnist_images/04981.png
04982,8,mnist_images/04982.png
04983,9,mnist_images/04983.png
04984,7,mnist_images/04984.png
04985,0,mnist_images/04985.png
04986,2,mnist_images/04986.png
04987,5,mnist_images/04987.png
04988,3,mnist_images/04988.png
04989,9,mnist_images/04989.png
04990,6,mnist_images/04990.png
04991,7,mnist_images/04991.png
04992,8,mnist_images/04992.png
04993,1,mnist_images/04993.png
04994,0,mnist_images/04994.png
04995,7,mnist_images/04995.png
04996,3,mnist_images/04996.png
04997,2,mnist_images/04997.png
04998,1,mnist_images/04998.png
04999,2,mnist_images/04999.png
05000,7,mnist_images/05000.png
05001,3,mnist_images/05001.png
05002,4,mnist_images/05002.png
05003,6,mnist_images/05003.png
05004,1,mnist_images/05004.png
05005,8,mnist_images/05005.png
05006,1,mnist_images/05006.png
05007,0,mnist_images/05007.png
05008,9,mnist_images/05008.png
05009,8,mnist_images/05009.png
05010,0,mnist_images/05010.png
05011,3,mnist_images/05011.png
05012,1,mnist_images/05012.png
05013,2,mnist_images/05013.png
05014,7,mnist_images/05014.png
05015,0,mnist_images/05015.png
05016,2,mnist_images/05016.png
05017,9,mnist_images/05017.png
05018,6,mnist_images/05018.png
05019,0,mnist_images/05019.png
05020,1,mnist_images/05020.png
05021,6,mnist_images/05021.png
05022,7,mnist_images/05022.png
05023,1,mnist_images/05023.png
05024,9,mnist_images/05024.png
05025,7,mnist_images/05025.png
05026,6,mnist_images/05026.png
05027,5,mnist_images/05027.png
05028,5,mnist_images/05028.png
05029,8,mnist_images/05029.png
05030,8,mnist_images/05030.png
05031,3,mnist_images/05031.png
05032,4,mnist_images/05032.png
05033,4,mnist_images/05033.png
05034,8,mnist_images/05034.png
05035,7,mnist_images/05035.png
05036,3,mnist_images/05036.png
05037,6,mnist_images/05037.png
05038,4,mnist_images/05038.png
05039,6,mnist_images/05039.png
05040,6,mnist_images/05040.png
05041,3,mnist_images/05041.png
05042,8,mnist_images/05042.png
05043,8,mnist_images/05043.png
05044,9,mnist_images/05044.png
05045,9,mnist_images/05045.png
05046,4,mnist_images/05046.png
05047,4,mnist_images/05047.png
05048,0,mnist_images/05048.png
05049,7,mnist_images/05049.png
05050,8,mnist_images/05050.png
05051,1,mnist_images/05051.png
05052,0,mnist_images/05052.png
05053,0,mnist_images/05053.png
05054,1,mnist_images/05054.png
05055,8,mnist_images/05055.png
05056,5,mnist_images/05056.png
05057,7,mnist_images/05057.png
05058,1,mnist_images/05058.png
05059,7,mnist_images/05059.png
05060,5,mnist_images/05060.png
05061,5,mnist_images/05061.png
05062,9,mnist_images/05062.png
05063,9,mnist_images/05063.png
05064,4,mnist_images/05064.png
05065,2,mnist_images/05065.png
05066,5,mnist_images/05066.png
05067,3,mnist_images/05067.png
05068,7,mnist_images/05068.png
05069,4,mnist_images/05069.png
05070,6,mnist_images/05070.png
05071,6,mnist_images/05071.png
05072,0,mnist_images/05072.png
05073,1,mnist_images/05073.png
05074,0,mnist_images/05074.png
05075,1,mnist_images/05075.png
05076,2,mnist_images/05076.png
05077,4,mnist_images/05077.png
05078,8,mnist_images/05078.png
05079,5,mnist_images/05079.png
05080,3,mnist_images/05080.png
05081,5,mnist_images/05081.png
05082,0,mnist_images/05082.png
05083,0,mnist_images/05083.png
05084,6,mnist_images/05084.png
05085,4,mnist_images/05085.png
05086,3,mnist_images/05086.png
05087,8,mnist_images/05087.png
05088,3,mnist_images/05088.png
05089,7,mnist_images/05089.png
05090,1,mnist_images/05090.png
05091,4,mnist_images/05091.png
05092,3,mnist_images/05092.png
05093,9,mnist_images/05093.png
05094,2,mnist_images/05094.png
05095,2,mnist_images/05095.png
05096,0,mnist_images/05096.png
05097,3,mnist_images/05097.png
05098,6,mnist_images/05098.png
05099,6,mnist_images/05099.png
05100,7,mnist_images/05100.png
05101,4,mnist_images/05101.png
05102,3,mnist_images/05102.png
05103,2,mnist_images/05103.png
05104,2,mnist_images/05104.png
05105,4,mnist_images/05105.png
05106,9,mnist_images/05106.png
05107,1,mnist_images/05107.png
05108,0,mnist_images/05108.png
05109,5,mnist_images/05109.png
05110,2,mnist_images/05110.png
05111,4,mnist_images/05111.png
05112,8,mnist_images/05112.png
05113,2,mnist_images/05113.png
05114,1,mnist_images/05114.png
05115,0,mnist_images/05115.png
05116,8,mnist_images/05116.png
05117,4,mnist_images/05117.png
05118,4,mnist_images/05118.png
05119,8,mnist_images/05119.png
05120,0,mnist_images/05120.png
05121,6,mnist_images/05121.png
05122,4,mnist_images/05122.png
05123,1,mnist_images/05123.png
05124,4,mnist_images/05124.png
05125,9,mnist_images/05125.png
05126,6,mnist_images/05126.png
05127,3,mnist_images/05127.png
05128,1,mnist_images/05128.png
05129,2,mnist_images/05129.png
05130,9,mnist_images/05130.png
05131,0,mnist_images/05131.png
05132,1,mnist_images/05132.png
05133,0,mnist_images/05133.png
05134,4,mnist_images/05134.png
05135,2,mnist_images/05135.png
05136,9,mnist_images/05136.png
05137,9,mnist_images/05137.png
05138,4,mnist_images/05138.png
05139,3,mnist_images/05139.png
05140,8,mnist_images/05140.png
05141,6,mnist_images/05141.png
05142,9,mnist_images/05142.png
05143,3,mnist_images/05143.png
05144,0,mnist_images/05144.png
05145,6,mnist_images/05145.png
05146,7,mnist_images/05146.png
05147,0,mnist_images/05147.png
05148,3,mnist_images/05148.png
05149,1,mnist_images/05149.png
05150,4,mnist_images/05150.png
05151,2,mnist_images/05151.png
05152,3,mnist_images/05152.png
05153,3,mnist_images/05153.png
05154,0,mnist_images/05154.png
05155,4,mnist_images/05155.png
05156,2,mnist_images/05156.png
05157,5,mnist_images/05157.png
05158,5,mnist_images/05158.png
05159,6,mnist_images/05159.png
05160,3,mnist_images/05160.png
05161,7,mnist_images/05161.png
05162,2,mnist_images/05162.png
05163,8,mnist_images/05163.png
05164,5,mnist_images/05164.png
05165,9,mnist_images/05165.png
05166,2,mnist_images/05166.png
05167,0,mnist_images/05167.png
05168,1,mnist_images/05168.png
05169,1,mnist_images/05169.png
05170,8,mnist_images/05170.png
05171,2,mnist_images/05171.png
05172,9,mnist_images/05172.png
05173,3,mnist_images/05173.png
05174,1,mnist_images/05174.png
05175,4,mnist_images/05175.png
05176,1,mnist_images/05176.png
05177,5,mnist_images/05177.png
05178,7,mnist_images/05178.png
05179,6,mnist_images/05179.png
05180,4,mnist_images/05180.png
05181,7,mnist_images/05181.png
05182,7,mnist_images/05182.png
05183,8,mnist_images/05183.png
05184,3,mnist_images/05184.png
05185,9,mnist_images/05185.png
05186,3,mnist_images/05186.png
05187,0,mnist_images/05187.png
05188,5,mnist_images/05188.png
05189,1,mnist_images/05189.png
05190,3,mnist_images/05190.png
05191,2,mnist_images/05191.png
05192,0,mnist_images/05192.png
05193,3,mnist_images/05193.png
05194,0,mnist_images/05194.png
05195,4,mnist_images/05195.png
05196,0,mnist_images/05196.png
05197,7,mnist_images/05197.png
05198,4,mnist_images/05198.png
05199,8,mnist_images/05199.png
05200,8,mnist_images/05200.png
05201,9,mnist_images/05201.png
05202,0,mnist_images/05202.png
05203,0,mnist_images/05203.png
05204,1,mnist_images/05204.png
05205,8,mnist_images/05205.png
05206,7,mnist_images/05206.png
05207,3,mnist_images/05207.png
